timestamp,dew_point,feels_like,humidity,icon,illuminance,precipitation,precipitation_accumulated,pressure,solar_irradiance,temperature,uv_index,wind_direction,wind_gust,wind_speed
2026-07-26T23:00:00-04:00,19.944150666391018,22.21199999999999,87,partly-cloudy-night,0,0,0,976.455333333333,0,22.21199999999999,0,0,0,0
2026-07-27T03:00:00-04:00,19.313880332855117,21.199833333333338,89,partly-cloudy-night,0,0,0,975.7770000000004,0,21.199833333333338,0,207,0.51,0.037
2026-07-27T04:00:00-04:00,18.90090816606513,20.24333333333334,92,partly-cloudy-night,0,0,0,975.716666666667,0,20.24333333333334,0,123,0,0
2026-07-27T05:00:00-04:00,17.859985653848682,20.468333333333344,85,partly-cloudy-night,1.8,0,0,975.6066666666667,0.014754098360655738,20.468333333333344,0,191,0.51,0.011333333333333334
2026-07-27T06:00:00-04:00,17.789970707230694,19.653999999999993,89,partly-cloudy-day,275.225,0,0,975.9427500000002,2.25594262295082,19.653999999999993,0,199,0.51,0.020999999999999998
2026-07-27T07:00:00-04:00,18.417188686596432,20.658666666666665,87,partly-cloudy-day,3146.1666666666665,0,0,976.6993333333332,25.788251366120218,20.658666666666665,0,211,0,0
2026-07-27T08:00:00-04:00,19.289448139848247,22.51683333333334,82,partly-cloudy-day,5448.016666666666,0,0,976.8456666666665,44.65587431693989,22.51683333333334,0,187,1.02,0.043
2026-07-27T09:00:00-04:00,19.2836409083311,24.211621621621628,74,partly-cloudy-day,9042.513513513513,0,0,976.7686486486483,74.1189632255206,24.211621621621628,0,294,0.51,0.04378378378378378
2026-07-27T10:00:00-04:00,19.67170079369919,25.308333333333337,71,partly-cloudy-day,11450.85,0,0,976.7165000000002,93.8594262295082,25.308333333333337,0,272,1.53,0.08299999999999998
2026-07-27T11:00:00-04:00,19.625552408535643,26.493000000000002,66,partly-cloudy-day,18275.4,0,0,976.5478333333333,149.79836065573772,26.493000000000002,0,138,1.53,0.12833333333333333
2026-07-27T12:00:00-04:00,18.56846733324467,29.178796417025133,57,partly-cloudy-day,49028.4375,0,0,976.5006249999997,401.87243852459017,27.868750000000002,3,240,2.55,0.26749999999999996
2026-07-27T13:00:00-04:00,19.038504419564955,29.87969629883753,57,partly-cloudy-day,18501.216666666667,0,0,975.9718333333333,151.64931693989072,28.37283333333334,0,253,2.55,0.23950000000000002
2026-07-27T14:00:00-04:00,19.396938069233244,30.449125890564044,57,partly-cloudy-day,22611.272727272728,0,0,975.7990909090909,185.33830104321908,28.757272727272724,1,272,1.53,0.12363636363636364
2026-07-27T15:00:00-04:00,19.326224325489488,31.67014758712471,53,partly-cloudy-day,40609.05,0,0,974.8715000000001,332.86106557377053,29.94133333333333,2,234,2.04,0.17483333333333326
2026-07-27T16:00:00-04:00,18.853086378213458,32.30690415208671,49,partly-cloudy-day,38173.95,0,0,974.2405000000001,312.9012295081967,30.796,2,333,1.02,0.14300000000000002
2026-07-27T17:00:00-04:00,19.23186339443805,32.22275110004694,51,partly-cloudy-day,17557.683333333334,0,0,974.494666666667,143.91543715846996,30.509500000000017,0,210,1.02,0.05416666666666667
2026-07-27T18:00:00-04:00,19.261962720748922,30.231145458862855,57,partly-cloudy-day,9290.75,0,0,974.4200000000001,76.15368852459017,28.612499999999997,0,199,0,0
2026-07-27T19:00:00-04:00,20.681744086895982,25.436833333333322,75,partly-cloudy-day,2740.8,0,0,974.4879999999998,22.465573770491805,25.436833333333322,0,16,0,0
2026-07-27T20:00:00-04:00,20.294707056975234,24.166833333333333,79,partly-cloudy-day,215.3,0,0,974.2464999999997,1.7647540983606558,24.166833333333333,0,17,0.51,0.001
2026-07-27T21:00:00-04:00,20.102282578024887,23.149166666666662,83,partly-cloudy-night,0,0,0,974.3628333333331,0,23.149166666666662,0,17,0,0
2026-07-27T22:00:00-04:00,19.990659072562877,22.642000000000003,85,partly-cloudy-night,0,0,0,974.3993333333335,0,22.642000000000003,0,17,0,0
2026-07-27T23:00:00-04:00,19.974064112000303,22.432499999999994,86,partly-cloudy-night,0,0,0,974.2196666666664,0,22.432499999999994,0,17,0,0
2026-07-28T00:00:00-04:00,19.929141485105188,22.009166666666662,88,partly-cloudy-night,0,0,0,974.2588333333332,0,22.009166666666662,0,17,0,0
2026-07-28T01:00:00-04:00,20.00736084281515,21.90333333333334,89,partly-cloudy-night,0,0,0,973.6513333333331,0,21.90333333333334,0,17,0,0
2026-07-28T02:00:00-04:00,19.885753101590133,21.59716666666667,90,partly-cloudy-night,0,0,0,973.1381666666665,0,21.59716666666667,0,17,0,0
2026-07-28T03:00:00-04:00,19.971631296259297,21.684166666666684,90,partly-cloudy-night,0,0,0,972.9441666666667,0,21.684166666666684,0,17,0,0
2026-07-28T04:00:00-04:00,20.002257519223715,21.5345,91,partly-cloudy-night,0,0,0,971.9781666666669,0,21.5345,0,17,0,0
2026-07-28T05:00:00-04:00,19.994480208222885,21.348166666666668,92,partly-cloudy-night,1.4,0,0,971.2093333333333,0.011475409836065573,21.348166666666668,0,108,0,0
2026-07-28T06:00:00-04:00,19.951386302025366,21.128387096774205,93,partly-cloudy-day,183.48387096774192,0,0,970.6951612903225,1.5039661554732944,21.128387096774205,0,123,0,0
2026-07-28T07:00:00-04:00,20.401752869169222,21.93866666666667,91,partly-cloudy-day,2421.25,0,0,970.9728333333337,19.846311475409838,21.93866666666667,0,338,0.51,0.0006666666666666666
2026-07-28T08:00:00-04:00,20.63839662832831,21.82156862745097,93,partly-cloudy-day,2038.8039215686274,0,0,971.1807843137256,16.71150755384121,21.82156862745097,0,339,0,0
2026-07-28T09:00:00-04:00,20.903087668469407,22.26616666666666,92,partly-cloudy-day,6761.216666666666,0,0,970.7176666666667,55.4198087431694,22.26616666666666,0,207,1.02,0.112
2026-07-28T10:00:00-04:00,21.831211316501886,25.12183333333332,82,partly-cloudy-day,11616.8,0,0,970.2870000000001,95.21967213114753,25.12183333333332,0,105,1.53,0.0795
2026-07-28T11:00:00-04:00,21.042298649595356,26.50111111111111,72,partly-cloudy-day,10071.277777777777,0,0,969.9272222222223,82.55145719489981,26.50111111111111,0,137,2.04,0.21611111111111114
2026-07-28T12:00:00-04:00,20.289930684141616,31.658584959541315,58,partly-cloudy-day,31843.7,0,0,968.8153333333335,261.0139344262295,29.413500000000006,1,153,2.55,0.3259999999999999
2026-07-28T13:00:00-04:00,19.9270604100406,30.688542193048193,59,partly-cloudy-day,13263.25,0,0,968.5783333333334,108.71516393442623,28.73,0,154,2.04,0.36166666666666664
2026-07-28T14:00:00-04:00,20.43657225268607,30.60348630569997,62,partly-cloudy-day,17220.033333333333,0,0,967.6589999999997,141.14781420765027,28.41833333333333,0,151,2.04,0.22116666666666668
2026-07-28T15:00:00-04:00,21.44643455225935,31.831709040732036,64,partly-cloudy-day,10035.421052631578,0,0,967.1289473684211,82.25754961173425,28.94105263157895,0,128,1.53,0.22789473684210526
2026-07-28T16:00:00-04:00,22.102130981773843,32.15064216662794,67,partly-cloudy-day,31034.383333333335,0,0,966.5851666666669,254.3801912568306,28.841666666666665,1,182,3.57,0.3153333333333333
2026-07-28T17:00:00-04:00,22.372962585101845,31.00631783394246,72,partly-cloudy-day,23081.25,0,0,966.325,189.1905737704918,27.887500000000003,0,117,1.02,0.44000000000000006
2026-07-28T18:00:00-04:00,22.748689374895857,32.51523118422716,70,partly-cloudy-day,10183.563636363637,0,0,966.3860000000001,83.47183308494785,28.763999999999996,0,285,2.04,0.08690909090909091
2026-07-28T19:00:00-04:00,21.35682733772188,29.671660637755433,70,partly-cloudy-day,3305.3684210526317,0,0,967.3814035087722,27.093183779119933,27.308596491228066,0,214,1.02,0.030175438596491227
2026-07-28T20:00:00-04:00,20.832624930049437,24.51033333333334,80,partly-cloudy-night,237.65,0,0,967.5931666666668,1.9479508196721311,24.51033333333334,0,55,1.53,0.023500000000000004
2026-07-28T21:00:00-04:00,20.737795509116005,23.799500000000002,83,partly-cloudy-night,0,0,0,967.5988333333335,0,23.799500000000002,0,233,2.55,0.11566666666666663
2026-07-28T22:00:00-04:00,20.306847395653243,24.17933333333332,79,partly-cloudy-night,0,0,0,968.6108333333336,0,24.17933333333332,0,253,3.57,0.30449999999999994
2026-07-28T23:00:00-04:00,19.93447207084712,24.441000000000003,76,partly-cloudy-night,0,0,0,968.734,0,24.441000000000003,0,313,1.53,0.236
2026-07-29T00:00:00-04:00,19.765647986997486,23.00483333333333,82,partly-cloudy-night,0,0,0,969.1856666666665,0,23.00483333333333,0,170,1.53,0.13283333333333333
2026-07-29T01:00:00-04:00,19.528689178046395,22.762,82,partly-cloudy-night,0,0,0,969.0689999999997,0,22.762,0,228,1.02,0.1283333333333333
2026-07-29T02:00:00-04:00,19.318335148939273,21.956071428571427,85,partly-cloudy-night,0,0,0,969.1949999999999,0,21.956071428571427,0,114,1.02,0.11357142857142857
2026-07-29T03:00:00-04:00,19.275990805541202,21.72133333333333,86,partly-cloudy-night,0,0,0,969.2718333333331,0,21.72133333333333,0,196,2.04,0.09866666666666662
2026-07-29T04:00:00-04:00,18.79124297739614,21.039166666666652,87,partly-cloudy-night,0,0,0,969.4603333333333,0,21.039166666666652,0,151,1.02,0.092
2026-07-29T05:00:00-04:00,18.300615345897256,20.35485714285713,88,partly-cloudy-night,0,0,0,969.6128571428573,0,20.35485714285713,0,74,0.51,0.07742857142857143
2026-07-29T06:00:00-04:00,17.9092592213782,19.775000000000013,89,partly-cloudy-day,535.1,0,0,969.8191666666668,4.386065573770492,19.775000000000013,0,3,0.51,0.045000000000000005
2026-07-29T07:00:00-04:00,18.25554191931725,20.49423728813559,87,partly-cloudy-day,2424.3389830508477,0,0,970.2645762711866,19.871631008613505,20.49423728813559,0,121,1.53,0.11203389830508471
2026-07-29T08:00:00-04:00,18.449993686594823,22.26766666666667,79,partly-cloudy-day,5204,0,0,970.6315,42.65573770491803,22.26766666666667,0,235,1.02,0.0785
2026-07-29T09:00:00-04:00,18.50993894109547,23.863500000000005,72,partly-cloudy-day,7969.05,0,0,970.9898333333336,65.32008196721311,23.863500000000005,0,245,2.55,0.2891666666666666
2026-07-29T10:00:00-04:00,17.98573059680853,24.2676923076923,68,partly-cloudy-day,8018.038461538462,0,0,971.3892307692306,65.72162673392182,24.2676923076923,0,262,2.55,0.31192307692307697
2026-07-29T11:00:00-04:00,17.73139654164107,25.547666666666665,62,partly-cloudy-day,22991.016666666666,0,0,971.8109999999998,188.450956284153,25.547666666666665,0,301,2.55,0.4448333333333333
2026-07-29T12:00:00-04:00,16.708445559429904,27.659802684083562,54,partly-cloudy-day,53449.35,0,0,971.7209999999999,438.1094262295082,26.790499999999998,3,310,3.06,0.5715000000000001
2026-07-29T13:00:00-04:00,16.22615724561184,28.472474692042773,49,partly-cloudy-day,16805.233333333334,0,0,971.7933333333333,137.74781420765026,27.925333333333345,0,256,4.08,0.5933333333333332
2026-07-29T14:00:00-04:00,15.959769844102228,28.45007677464254,48,partly-cloudy-day,12290.25,0,0,971.7125000000001,100.73975409836065,27.987499999999997,0,221,3.06,0.5425
2026-07-29T15:00:00-04:00,15.069527019843228,28.95027846721678,43,partly-cloudy-day,50429.53333333333,0,0,971.7248333333331,413.3568306010929,28.89866666666667,3,267,5.1,0.6123333333333334
2026-07-29T16:00:00-04:00,14.78613222985501,28.94770893537521,42,partly-cloudy-day,56821.1,0,0,971.811,465.7467213114754,28.99,4,194,4.59,0.657
2026-07-29T17:00:00-04:00,15.000725887798652,27.95691496132235,46,partly-cloudy-day,16391.931034482757,0,0,972.2484482758621,134.36009044658,27.66362068965518,0,229,2.55,0.3236206896551725
